_id,factory id,serial number,weight,gate id
60876ef4cca53a19685ab480,1100ee00e20043b0cc8587,09eccd21b0ee35,71870,9.0
60877b09cfb2a191db38c16a,1100ee00e2000020671000,79240032a715ce,4830,10.0
60877b38cfb2a191db38c16c,1100ee00e2000020671000,79240032a715ce,0,10.0
60877b46cfb2a191db38c16e,1100ee00e2000020671000,79240032a715ce,75290,10.0
60877b87016026259b2ef389,1100ee00e2000020671000,79240032a715ce,75120,10.0
60877ba49d3dac4d0b8c11c9,1100ee00e2000020671000,79240032a715ce,75180,10.0
60877eb090e8b4b76dced2e6,1100ee00e2000020671000,79240032a715ce,72190,11.0
60877ebf90e8b4b76dced2e8,1100ee00e2000020671000,79240032a715ce,0,11.0
60877ec890e8b4b76dced2ea,1100ee00e2000020671000,79240032a715ce,0,11.0
6087801f64598ffacb39b78d,1100ee00e2000020671000,79240032a715ce,72440,10.0
6087803664598ffacb39b78f,1100ee00e20043b0cc8587,09eccd21b0ee35,75130,10.0
6087804264598ffacb39b791,1100ee00e20043b0cb8466,c9ecca59c1752b,1980,10.0
6087805664598ffacb39b793,1100ee00e20043b0cb8466,c9ecca59c1752b,910,10.0
6087806364598ffacb39b795,1100ee00e20043b0cbc37b,89eccb561412c5,590,10.0
6087806d64598ffacb39b797,1100ee00e20043b0cb8524,89ecca5cb8fbef,710,10.0
60878086776330d0ab2b6ca7,1100ee00e2000020671000,79240032a715ce,72450,11.0
608780aadbb9b312a5fca339,1100ee00e20043b0cc84bb,49eccd1e815d88,72480,10.0
608780bd423759915e0d40a8,1100ee00e20043b0cc84bb,49eccd1e815d88,72480,11.0
608780cb423759915e0d40aa,1100ee00e20043b0cc8587,09eccd21b0ee35,75190,11.0
608780d9423759915e0d40ac,1100ee00e20043b0cb8466,c9ecca59c1752b,910,11.0
608780e5423759915e0d40ae,1100ee00e20043b0cb8524,89ecca5cb8fbef,720,11.0
608780f2423759915e0d40b0,1100ee00e20043b0cbc37b,89eccb561412c5,590,11.0
608780fe423759915e0d40b2,1100ee00e20043b0cc8587,09eccd21b0ee35,1990,11.0
60878125423759915e0d40b4,1100ee00e2000020671000,79240032a715ce,0,11.0
6087812c423759915e0d40b6,1100ee00e2000020671000,79240032a715ce,0,11.0
60878132423759915e0d40b8,1100ee00e2000020671000,79240032a715ce,0,11.0
60878138423759915e0d40ba,1100ee00e2000020671000,79240032a715ce,0,11.0
6087813d423759915e0d40bc,1100ee00e2000020671000,79240032a715ce,0,11.0
60878141423759915e0d40be,1100ee00e2000020671000,79240032a715ce,0,11.0
60878147423759915e0d40c0,1100ee00e2000020671000,79240032a715ce,0,11.0
6087814c423759915e0d40c2,1100ee00e2000020671000,79240032a715ce,0,11.0
60878152423759915e0d40c4,1100ee00e2000020671000,79240032a715ce,0,11.0
60878157423759915e0d40c6,1100ee00e2000020671000,79240032a715ce,0,11.0
6087815c423759915e0d40c8,1100ee00e2000020671000,79240032a715ce,0,11.0
60878162423759915e0d40ca,1100ee00e2000020671000,79240032a715ce,0,11.0
60878167423759915e0d40cc,1100ee00e2000020671000,79240032a715ce,0,11.0
6087816d423759915e0d40ce,1100ee00e2000020671000,79240032a715ce,0,11.0
60878171423759915e0d40d0,1100ee00e2000020671000,79240032a715ce,0,11.0
60878176423759915e0d40d2,1100ee00e2000020671000,79240032a715ce,0,11.0
6087817e423759915e0d40d4,1100ee00e2000020671000,79240032a715ce,0,11.0
60878183423759915e0d40d6,1100ee00e2000020671000,79240032a715ce,0,11.0
60878188423759915e0d40d8,1100ee00e2000020671000,79240032a715ce,0,11.0
6087818d423759915e0d40da,1100ee00e2000020671000,79240032a715ce,0,11.0
60878191423759915e0d40dc,1100ee00e2000020671000,79240032a715ce,0,11.0
60878196423759915e0d40de,1100ee00e2000020671000,79240032a715ce,0,11.0
6087819a423759915e0d40e0,1100ee00e2000020671000,79240032a715ce,0,11.0
